LineId,Month,Date,Time,Level,Component,PID,Content,EventId,EventTemplate
518,Jun,30,12:48:41,info,sshd(pam_unix)[18545],18545,check pass; user unknown,E43,check pass; user unknown
519,Jun,30,12:48:41,info,sshd(pam_unix)[18545],18545,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=biblioteka.wsi.edu.pl ,E36,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=biblioteka.wsi.edu.pl 
520,Jun,30,12:48:41,info,sshd(pam_unix)[18548],18548,check pass; user unknown,E43,check pass; user unknown
521,Jun,30,12:48:41,info,sshd(pam_unix)[18548],18548,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=biblioteka.wsi.edu.pl ,E36,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=biblioteka.wsi.edu.pl 
522,Jun,30,12:48:41,info,sshd(pam_unix)[18546],18546,check pass; user unknown,E43,check pass; user unknown
523,Jun,30,12:48:41,info,sshd(pam_unix)[18546],18546,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=biblioteka.wsi.edu.pl ,E36,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=biblioteka.wsi.edu.pl 
524,Jun,30,19:03:00,info,sshd(pam_unix)[19088],19088,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root
525,Jun,30,19:03:00,info,sshd(pam_unix)[19094],19094,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root
526,Jun,30,19:03:00,info,sshd(pam_unix)[19087],19087,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root
527,Jun,30,19:03:01,info,sshd(pam_unix)[19093],19093,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root
528,Jun,30,19:03:01,info,sshd(pam_unix)[19085],19085,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root
529,Jun,30,19:03:03,info,sshd(pam_unix)[19091],19091,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root
530,Jun,30,19:03:04,info,sshd(pam_unix)[19099],19099,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root
531,Jun,30,19:03:04,info,sshd(pam_unix)[19101],19101,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root
532,Jun,30,19:03:05,info,sshd(pam_unix)[19103],19103,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root
533,Jun,30,19:03:07,info,sshd(pam_unix)[19097],19097,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root
534,Jun,30,20:16:17,info,sshd(pam_unix)[19202],19202,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=195.129.24.210  user=root,E20,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=195.129.24.210  user=root
535,Jun,30,20:16:17,info,sshd(pam_unix)[19203],19203,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=195.129.24.210  user=root,E20,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=195.129.24.210  user=root
536,Jun,30,20:16:26,info,sshd(pam_unix)[19209],19209,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=195.129.24.210  user=root,E20,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=195.129.24.210  user=root
537,Jun,30,20:16:26,info,sshd(pam_unix)[19208],19208,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=195.129.24.210  user=root,E20,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=195.129.24.210  user=root
538,Jun,30,20:16:30,info,sshd(pam_unix)[19222],19222,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=195.129.24.210  user=root,E20,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=195.129.24.210  user=root
539,Jun,30,20:53:04,info,klogind[19272],19272,Authentication failed from 163.27.187.39 (163.27.187.39): Permission denied in replay cache code ,E_UNKNOWN,Unknown Template
540,Jun,30,20:53:04,info,klogind[19272],19272,Kerberos authentication failed ,E_UNKNOWN,Unknown Template
541,Jun,30,20:53:04,info,klogind[19287],19287,Authentication failed from 163.27.187.39 (163.27.187.39): Permission denied in replay cache code ,E_UNKNOWN,Unknown Template
542,Jun,30,20:53:04,info,klogind[19287],19287,Kerberos authentication failed ,E_UNKNOWN,Unknown Template
543,Jun,30,20:53:04,info,klogind[19286],19286,Authentication failed from 163.27.187.39 (163.27.187.39): Permission denied in replay cache code ,E_UNKNOWN,Unknown Template
544,Jun,30,20:53:04,info,klogind[19286],19286,Kerberos authentication failed ,E_UNKNOWN,Unknown Template
545,Jun,30,20:53:04,info,klogind[19271],19271,Authentication failed from 163.27.187.39 (163.27.187.39): Permission denied in replay cache code ,E_UNKNOWN,Unknown Template
546,Jun,30,20:53:04,info,klogind[19271],19271,Kerberos authentication failed ,E_UNKNOWN,Unknown Template
547,Jun,30,20:53:04,info,klogind[19270],19270,Authentication failed from 163.27.187.39 (163.27.187.39): Permission denied in replay cache code ,E_UNKNOWN,Unknown Template
548,Jun,30,20:53:04,info,klogind[19270],19270,Kerberos authentication failed ,E_UNKNOWN,Unknown Template
549,Jun,30,20:53:04,info,klogind[19269],19269,Authentication failed from 163.27.187.39 (163.27.187.39): Permission denied in replay cache code ,E_UNKNOWN,Unknown Template
550,Jun,30,20:53:04,info,klogind[19269],19269,Kerberos authentication failed ,E_UNKNOWN,Unknown Template
551,Jun,30,20:53:04,info,klogind[19268],19268,Authentication failed from 163.27.187.39 (163.27.187.39): Permission denied in replay cache code ,E_UNKNOWN,Unknown Template
552,Jun,30,20:53:04,info,klogind[19288],19288,Authentication failed from 163.27.187.39 (163.27.187.39): Permission denied in replay cache code ,E_UNKNOWN,Unknown Template
553,Jun,30,20:53:04,info,klogind[19274],19274,Authentication failed from 163.27.187.39 (163.27.187.39): Software caused connection abort ,E_UNKNOWN,Unknown Template
554,Jun,30,20:53:04,info,klogind[19268],19268,Kerberos authentication failed ,E_UNKNOWN,Unknown Template
555,Jun,30,20:53:04,info,klogind[19288],19288,Kerberos authentication failed ,E_UNKNOWN,Unknown Template
556,Jun,30,20:53:04,info,klogind[19274],19274,Kerberos authentication failed ,E_UNKNOWN,Unknown Template
557,Jun,30,20:53:06,info,klogind[19266],19266,Authentication failed from 163.27.187.39 (163.27.187.39): Software caused connection abort ,E_UNKNOWN,Unknown Template
558,Jun,30,20:53:06,info,klogind[19266],19266,Kerberos authentication failed ,E_UNKNOWN,Unknown Template
559,Jun,30,20:53:06,info,klogind[19267],19267,Authentication failed from 163.27.187.39 (163.27.187.39): Software caused connection abort ,E_UNKNOWN,Unknown Template
560,Jun,30,20:53:06,info,klogind[19267],19267,Kerberos authentication failed ,E_UNKNOWN,Unknown Template
561,Jun,30,20:53:06,info,klogind[19278],19278,Authentication failed from 163.27.187.39 (163.27.187.39): Software caused connection abort ,E_UNKNOWN,Unknown Template
562,Jun,30,20:53:06,info,klogind[19278],19278,Kerberos authentication failed ,E_UNKNOWN,Unknown Template
563,Jun,30,20:53:06,info,klogind[19273],19273,Authentication failed from 163.27.187.39 (163.27.187.39): Software caused connection abort ,E_UNKNOWN,Unknown Template
564,Jun,30,20:53:06,info,klogind[19273],19273,Kerberos authentication failed ,E_UNKNOWN,Unknown Template
565,Jun,30,20:53:06,info,klogind[19276],19276,Authentication failed from 163.27.187.39 (163.27.187.39): Software caused connection abort ,E_UNKNOWN,Unknown Template
566,Jun,30,20:53:06,info,klogind[19276],19276,Kerberos authentication failed ,E_UNKNOWN,Unknown Template
567,Jun,30,20:53:06,info,klogind[19275],19275,Authentication failed from 163.27.187.39 (163.27.187.39): Software caused connection abort ,E_UNKNOWN,Unknown Template
568,Jun,30,20:53:06,info,klogind[19275],19275,Kerberos authentication failed ,E_UNKNOWN,Unknown Template
569,Jun,30,20:53:06,info,klogind[19277],19277,Authentication failed from 163.27.187.39 (163.27.187.39): Software caused connection abort ,E_UNKNOWN,Unknown Template
570,Jun,30,20:53:06,info,klogind[19277],19277,Kerberos authentication failed ,E_UNKNOWN,Unknown Template
571,Jun,30,20:53:06,info,klogind[19279],19279,Authentication failed from 163.27.187.39 (163.27.187.39): Software caused connection abort ,E_UNKNOWN,Unknown Template
572,Jun,30,20:53:06,info,klogind[19279],19279,Kerberos authentication failed ,E_UNKNOWN,Unknown Template
573,Jun,30,20:53:06,info,klogind[19280],19280,Authentication failed from 163.27.187.39 (163.27.187.39): Software caused connection abort ,E_UNKNOWN,Unknown Template
574,Jun,30,20:53:06,info,klogind[19281],19281,Authentication failed from 163.27.187.39 (163.27.187.39): Software caused connection abort ,E_UNKNOWN,Unknown Template
575,Jun,30,20:53:06,info,klogind[19282],19282,Authentication failed from 163.27.187.39 (163.27.187.39): Software caused connection abort ,E_UNKNOWN,Unknown Template
576,Jun,30,20:53:06,info,klogind[19280],19280,Kerberos authentication failed ,E_UNKNOWN,Unknown Template
577,Jun,30,20:53:06,info,klogind[19283],19283,Authentication failed from 163.27.187.39 (163.27.187.39): Software caused connection abort ,E_UNKNOWN,Unknown Template
578,Jun,30,20:53:06,info,klogind[19281],19281,Kerberos authentication failed ,E_UNKNOWN,Unknown Template
579,Jun,30,20:53:06,info,klogind[19285],19285,Authentication failed from 163.27.187.39 (163.27.187.39): Software caused connection abort ,E_UNKNOWN,Unknown Template
580,Jun,30,20:53:06,info,klogind[19284],19284,Authentication failed from 163.27.187.39 (163.27.187.39): Software caused connection abort ,E_UNKNOWN,Unknown Template
581,Jun,30,20:53:06,info,klogind[19282],19282,Kerberos authentication failed ,E_UNKNOWN,Unknown Template
582,Jun,30,20:53:06,info,klogind[19283],19283,Kerberos authentication failed ,E_UNKNOWN,Unknown Template
583,Jun,30,20:53:06,info,klogind[19285],19285,Kerberos authentication failed ,E_UNKNOWN,Unknown Template
584,Jun,30,20:53:06,info,klogind[19284],19284,Kerberos authentication failed ,E_UNKNOWN,Unknown Template
585,Jun,30,22:16:32,info,sshd(pam_unix)[19432],19432,session opened for user test by (uid=509),E_UNKNOWN,Unknown Template
586,Jun,30,22:16:32,info,sshd(pam_unix)[19431],19431,session opened for user test by (uid=509),E_UNKNOWN,Unknown Template
587,Jun,30,22:16:32,info,sshd(pam_unix)[19433],19433,session opened for user test by (uid=509),E_UNKNOWN,Unknown Template
588,Jun,30,22:16:32,info,sshd(pam_unix)[19434],19434,session opened for user test by (uid=509),E_UNKNOWN,Unknown Template
589,Jun,30,22:16:32,info,sshd(pam_unix)[19435],19435,session opened for user test by (uid=509),E_UNKNOWN,Unknown Template
590,Jun,30,22:16:32,info,sshd(pam_unix)[19436],19436,session opened for user test by (uid=509),E_UNKNOWN,Unknown Template
591,Jun,30,22:16:32,info,sshd(pam_unix)[19438],19438,session opened for user test by (uid=509),E_UNKNOWN,Unknown Template
592,Jun,30,22:16:32,info,sshd(pam_unix)[19437],19437,session opened for user test by (uid=509),E_UNKNOWN,Unknown Template
593,Jun,30,22:16:32,info,sshd(pam_unix)[19432],19432,session closed for user test,E52,session closed for user test
594,Jun,30,22:16:32,info,sshd(pam_unix)[19431],19431,session closed for user test,E52,session closed for user test
595,Jun,30,22:16:32,info,sshd(pam_unix)[19439],19439,session opened for user test by (uid=509),E_UNKNOWN,Unknown Template
596,Jun,30,22:16:32,info,sshd(pam_unix)[19440],19440,session opened for user test by (uid=509),E_UNKNOWN,Unknown Template
597,Jun,30,22:16:32,info,sshd(pam_unix)[19434],19434,session closed for user test,E52,session closed for user test
598,Jun,30,22:16:32,info,sshd(pam_unix)[19435],19435,session closed for user test,E52,session closed for user test
599,Jun,30,22:16:33,info,sshd(pam_unix)[19433],19433,session closed for user test,E52,session closed for user test
600,Jun,30,22:16:33,info,sshd(pam_unix)[19436],19436,session closed for user test,E52,session closed for user test
601,Jun,30,22:16:33,info,sshd(pam_unix)[19437],19437,session closed for user test,E52,session closed for user test
602,Jun,30,22:16:33,info,sshd(pam_unix)[19438],19438,session closed for user test,E52,session closed for user test
603,Jun,30,22:16:33,info,sshd(pam_unix)[19439],19439,session closed for user test,E52,session closed for user test
604,Jun,30,22:16:33,info,sshd(pam_unix)[19440],19440,session closed for user test,E52,session closed for user test
605,Jul,1,00:21:28,info,sshd(pam_unix)[19630],19630,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root
606,Jul,1,00:21:28,info,sshd(pam_unix)[19628],19628,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root
607,Jul,1,00:21:30,info,sshd(pam_unix)[19640],19640,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root
608,Jul,1,00:21:30,info,sshd(pam_unix)[19642],19642,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root
609,Jul,1,00:21:30,info,sshd(pam_unix)[19632],19632,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root
610,Jul,1,00:21:31,info,sshd(pam_unix)[19643],19643,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root
611,Jul,1,00:21:31,info,sshd(pam_unix)[19631],19631,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root
612,Jul,1,00:21:32,info,sshd(pam_unix)[19636],19636,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root
613,Jul,1,00:21:32,info,sshd(pam_unix)[19645],19645,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root
614,Jul,1,00:21:35,info,sshd(pam_unix)[19637],19637,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root,E18,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root
615,Jul,1,04:05:17,info,su(pam_unix)[20298],20298,session opened for user cyrus by (uid=0),E_UNKNOWN,Unknown Template
616,Jul,1,04:05:18,info,su(pam_unix)[20298],20298,session closed for user cyrus,E17,session closed for user cyrus
617,Jul,1,04:05:19,info,logrotate,1,ALERT exited abnormally with [1],E_UNKNOWN,Unknown Template
618,Jul,1,04:11:35,info,su(pam_unix)[21530],21530,session opened for user news by (uid=0),E_UNKNOWN,Unknown Template
619,Jul,1,04:11:36,info,su(pam_unix)[21530],21530,session closed for user news,E31,session closed for user news
620,Jul,1,05:02:26,info,sshd(pam_unix)[21689],21689,session opened for user test by (uid=509),E_UNKNOWN,Unknown Template
621,Jul,1,05:02:26,info,sshd(pam_unix)[21689],21689,session closed for user test,E52,session closed for user test
622,Jul,1,05:02:26,info,sshd(pam_unix)[21691],21691,session opened for user test by (uid=509),E_UNKNOWN,Unknown Template
623,Jul,1,05:02:26,info,sshd(pam_unix)[21691],21691,session closed for user test,E52,session closed for user test
624,Jul,1,05:02:26,info,sshd(pam_unix)[21692],21692,session opened for user test by (uid=509),E_UNKNOWN,Unknown Template
625,Jul,1,05:02:26,info,sshd(pam_unix)[21692],21692,session closed for user test,E52,session closed for user test
626,Jul,1,05:02:27,info,sshd(pam_unix)[21693],21693,session opened for user test by (uid=509),E_UNKNOWN,Unknown Template
627,Jul,1,05:02:27,info,sshd(pam_unix)[21693],21693,session closed for user test,E52,session closed for user test
628,Jul,1,07:57:30,info,ftpd[21952],21952,connection from 202.82.200.188 () at Fri Jul  1 07:57:30 2005 ,E_UNKNOWN,Unknown Template
629,Jul,1,07:57:30,info,ftpd[21951],21951,connection from 202.82.200.188 () at Fri Jul  1 07:57:30 2005 ,E_UNKNOWN,Unknown Template
630,Jul,1,07:57:30,info,ftpd[21957],21957,connection from 202.82.200.188 () at Fri Jul  1 07:57:30 2005 ,E_UNKNOWN,Unknown Template
631,Jul,1,07:57:30,info,ftpd[21953],21953,connection from 202.82.200.188 () at Fri Jul  1 07:57:30 2005 ,E_UNKNOWN,Unknown Template
632,Jul,1,07:57:30,info,ftpd[21954],21954,connection from 202.82.200.188 () at Fri Jul  1 07:57:30 2005 ,E_UNKNOWN,Unknown Template
633,Jul,1,07:57:30,info,ftpd[21955],21955,connection from 202.82.200.188 () at Fri Jul  1 07:57:30 2005 ,E_UNKNOWN,Unknown Template
634,Jul,1,07:57:30,info,ftpd[21950],21950,connection from 202.82.200.188 () at Fri Jul  1 07:57:30 2005 ,E_UNKNOWN,Unknown Template
635,Jul,1,07:57:30,info,ftpd[21956],21956,connection from 202.82.200.188 () at Fri Jul  1 07:57:30 2005 ,E_UNKNOWN,Unknown Template
636,Jul,1,07:57:30,info,ftpd[21958],21958,connection from 202.82.200.188 () at Fri Jul  1 07:57:30 2005 ,E_UNKNOWN,Unknown Template
637,Jul,1,07:57:30,info,ftpd[21945],21945,connection from 202.82.200.188 () at Fri Jul  1 07:57:30 2005 ,E_UNKNOWN,Unknown Template
638,Jul,1,07:57:30,info,ftpd[21959],21959,connection from 202.82.200.188 () at Fri Jul  1 07:57:30 2005 ,E_UNKNOWN,Unknown Template
639,Jul,1,07:57:30,info,ftpd[21940],21940,connection from 202.82.200.188 () at Fri Jul  1 07:57:30 2005 ,E_UNKNOWN,Unknown Template
640,Jul,1,07:57:30,info,ftpd[21941],21941,connection from 202.82.200.188 () at Fri Jul  1 07:57:30 2005 ,E_UNKNOWN,Unknown Template
641,Jul,1,07:57:30,info,ftpd[21946],21946,connection from 202.82.200.188 () at Fri Jul  1 07:57:30 2005 ,E_UNKNOWN,Unknown Template
642,Jul,1,07:57:30,info,ftpd[21937],21937,connection from 202.82.200.188 () at Fri Jul  1 07:57:30 2005 ,E_UNKNOWN,Unknown Template
643,Jul,1,07:57:30,info,ftpd[21943],21943,connection from 202.82.200.188 () at Fri Jul  1 07:57:30 2005 ,E_UNKNOWN,Unknown Template
644,Jul,1,07:57:30,info,ftpd[21944],21944,connection from 202.82.200.188 () at Fri Jul  1 07:57:30 2005 ,E_UNKNOWN,Unknown Template
645,Jul,1,07:57:30,info,ftpd[21948],21948,connection from 202.82.200.188 () at Fri Jul  1 07:57:30 2005 ,E_UNKNOWN,Unknown Template
646,Jul,1,07:57:30,info,ftpd[21947],21947,connection from 202.82.200.188 () at Fri Jul  1 07:57:30 2005 ,E_UNKNOWN,Unknown Template
647,Jul,1,07:57:30,info,ftpd[21942],21942,connection from 202.82.200.188 () at Fri Jul  1 07:57:30 2005 ,E_UNKNOWN,Unknown Template
648,Jul,1,07:57:30,info,ftpd[21938],21938,connection from 202.82.200.188 () at Fri Jul  1 07:57:30 2005 ,E_UNKNOWN,Unknown Template
649,Jul,1,07:57:30,info,ftpd[21949],21949,connection from 202.82.200.188 () at Fri Jul  1 07:57:30 2005 ,E_UNKNOWN,Unknown Template
650,Jul,1,07:57:30,info,ftpd[21939],21939,connection from 202.82.200.188 () at Fri Jul  1 07:57:30 2005 ,E_UNKNOWN,Unknown Template
651,Jul,1,09:14:43,info,sshd(pam_unix)[22099],22099,session opened for user test by (uid=509),E_UNKNOWN,Unknown Template
652,Jul,1,09:14:43,info,sshd(pam_unix)[22104],22104,session opened for user test by (uid=509),E_UNKNOWN,Unknown Template
653,Jul,1,09:14:43,info,sshd(pam_unix)[22104],22104,session closed for user test,E52,session closed for user test
654,Jul,1,09:14:43,info,sshd(pam_unix)[22106],22106,session opened for user test by (uid=509),E_UNKNOWN,Unknown Template
655,Jul,1,09:14:44,info,sshd(pam_unix)[22099],22099,session closed for user test,E52,session closed for user test
656,Jul,1,09:14:44,info,sshd(pam_unix)[22112],22112,session opened for user test by (uid=509),E_UNKNOWN,Unknown Template
657,Jul,1,09:14:44,info,sshd(pam_unix)[22106],22106,session closed for user test,E52,session closed for user test
658,Jul,1,09:14:44,info,sshd(pam_unix)[22112],22112,session closed for user test,E52,session closed for user test
659,Jul,1,10:56:41,info,sshd(pam_unix)[22272],22272,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=195.129.24.210  user=root,E20,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=195.129.24.210  user=root
660,Jul,1,10:56:41,info,sshd(pam_unix)[22269],22269,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=195.129.24.210  user=root,E20,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=195.129.24.210  user=root
661,Jul,1,10:56:41,info,sshd(pam_unix)[22277],22277,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=195.129.24.210  user=root,E20,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=195.129.24.210  user=root
662,Jul,1,10:56:42,info,sshd(pam_unix)[22271],22271,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=195.129.24.210  user=root,E20,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=195.129.24.210  user=root
663,Jul,1,10:56:42,info,sshd(pam_unix)[22273],22273,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=195.129.24.210  user=root,E20,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=195.129.24.210  user=root
664,Jul,1,10:56:42,info,sshd(pam_unix)[22270],22270,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=195.129.24.210  user=root,E20,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=195.129.24.210  user=root
665,Jul,1,10:56:43,info,sshd(pam_unix)[22268],22268,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=195.129.24.210  user=root,E20,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=195.129.24.210  user=root
666,Jul,1,10:56:43,info,sshd(pam_unix)[22274],22274,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=195.129.24.210  user=root,E20,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=195.129.24.210  user=root
667,Jul,1,10:56:44,info,sshd(pam_unix)[22276],22276,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=195.129.24.210  user=root,E20,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=195.129.24.210  user=root
668,Jul,1,10:56:44,info,sshd(pam_unix)[22275],22275,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=195.129.24.210  user=root,E20,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=195.129.24.210  user=root
669,Jul,2,01:41:32,info,sshd(pam_unix)[23533],23533,session opened for user test by (uid=509),E_UNKNOWN,Unknown Template
670,Jul,2,01:41:32,info,sshd(pam_unix)[23534],23534,session opened for user test by (uid=509),E_UNKNOWN,Unknown Template
671,Jul,2,01:41:32,info,sshd(pam_unix)[23535],23535,session opened for user test by (uid=509),E_UNKNOWN,Unknown Template
672,Jul,2,01:41:32,info,sshd(pam_unix)[23536],23536,session opened for user test by (uid=509),E_UNKNOWN,Unknown Template
673,Jul,2,01:41:32,info,sshd(pam_unix)[23533],23533,session closed for user test,E52,session closed for user test
674,Jul,2,01:41:32,info,sshd(pam_unix)[23534],23534,session closed for user test,E52,session closed for user test
675,Jul,2,01:41:32,info,sshd(pam_unix)[23535],23535,session closed for user test,E52,session closed for user test
676,Jul,2,01:41:32,info,sshd(pam_unix)[23536],23536,session closed for user test,E52,session closed for user test
677,Jul,2,01:41:33,info,sshd(pam_unix)[23544],23544,session opened for user test by (uid=509),E_UNKNOWN,Unknown Template
678,Jul,2,01:41:33,info,sshd(pam_unix)[23544],23544,session closed for user test,E52,session closed for user test
679,Jul,2,01:41:33,info,sshd(pam_unix)[23545],23545,session opened for user test by (uid=509),E_UNKNOWN,Unknown Template
680,Jul,2,01:41:33,info,sshd(pam_unix)[23546],23546,session opened for user test by (uid=509),E_UNKNOWN,Unknown Template
681,Jul,2,01:41:33,info,sshd(pam_unix)[23547],23547,session opened for user test by (uid=509),E_UNKNOWN,Unknown Template
682,Jul,2,01:41:33,info,sshd(pam_unix)[23545],23545,session closed for user test,E52,session closed for user test
683,Jul,2,01:41:33,info,sshd(pam_unix)[23546],23546,session closed for user test,E52,session closed for user test
684,Jul,2,01:41:33,info,sshd(pam_unix)[23547],23547,session closed for user test,E52,session closed for user test
685,Jul,2,04:04:02,info,su(pam_unix)[24117],24117,session opened for user cyrus by (uid=0),E_UNKNOWN,Unknown Template
686,Jul,2,04:04:02,info,su(pam_unix)[24117],24117,session closed for user cyrus,E17,session closed for user cyrus
687,Jul,2,04:04:03,info,logrotate,1,ALERT exited abnormally with [1],E_UNKNOWN,Unknown Template
688,Jul,2,04:09:53,info,su(pam_unix)[24511],24511,session opened for user news by (uid=0),E_UNKNOWN,Unknown Template
689,Jul,2,04:09:54,info,su(pam_unix)[24511],24511,session closed for user news,E31,session closed for user news
690,Jul,2,04:15:33,info,sshd(pam_unix)[24588],24588,check pass; user unknown,E43,check pass; user unknown
691,Jul,2,04:15:33,info,sshd(pam_unix)[24588],24588,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=zummit.com ,E11,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=zummit.com 
692,Jul,2,04:15:33,info,sshd(pam_unix)[24587],24587,check pass; user unknown,E43,check pass; user unknown
693,Jul,2,04:15:33,info,sshd(pam_unix)[24587],24587,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=zummit.com ,E11,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=zummit.com 
